#{"t_start": 1746453938.0462713, "env_id": "gymnasium_env/BallBeamWorld-v0"}
r,l,t
-132.664859,400,179.440628
-115.472196,400,180.360455
-72.291548,400,181.485475
-119.920649,400,182.485061
18.851759,400,183.386014
-134.057605,400,184.298686
41.928633,400,185.211132
13.839558,400,186.119704
-10.604548,400,187.036404
55.776899,400,187.958994
29.366935,400,189.066646
553.348619,387,189.976974
548.097235,399,190.882534
-37.511569,400,191.796052
547.153525,384,192.697376
516.393951,395,193.615633
329.793297,399,194.587711
535.090463,397,195.511952
32.626954,400,196.466679
-123.058856,400,197.380213
-102.686591,400,199.229158
-288.071826,386,200.146182
381.398686,382,201.052704
532.022095,364,201.739431
550.559392,351,202.616131
564.446198,344,203.481043
-131.14941,400,204.387669
537.099452,355,205.380229
401.970025,365,206.287409
340.44608,391,207.196618
498.52899,344,207.915529
505.564622,360,208.827478
395.767117,354,209.719514
558.084301,334,210.383895
-187.735514,340,211.249733
568.708239,325,212.11043
571.244544,319,212.772108
563.847725,319,213.630912
-184.202325,345,214.309589
519.493466,338,215.171712
541.747725,332,216.034658
518.364739,334,216.700394
366.953066,376,217.606971
559.502865,315,218.472067
559.181832,312,219.12871
550.201393,324,219.980802
544.241786,310,220.632878
511.848708,331,221.493649
526.879088,320,222.736221
497.256015,333,223.616959
583.838744,308,224.260002
-135.858588,327,225.122226
527.919909,338,225.89261
562.435358,323,226.758767
565.198147,323,227.420246
578.359599,319,228.275487
572.617534,317,228.942436
534.324573,333,229.79685
579.856554,320,230.445798
502.550987,355,231.31709
496.997812,314,232.155063
494.427233,331,232.81769
538.353873,307,233.652559
530.567068,304,234.291319
544.71175,305,234.942971
532.391758,314,235.778717
483.438895,343,236.466434
556.503285,301,237.290545
422.193836,349,238.157706
570.685212,300,238.794846
450.445725,346,239.659701
583.021205,297,240.316242
490.332231,325,240.984999
459.383802,335,241.847638
568.14721,304,242.495255
495.206449,320,243.347946
454.226541,329,244.212184
513.436938,314,244.873772
525.466064,313,245.519358
436.739342,348,246.998542
517.591043,316,247.837324
568.673529,296,248.533636
570.832257,302,249.175857
447.788204,321,250.02305
479.271767,313,250.673487
530.326348,283,251.294679
-69.562776,281,252.104971
517.919348,301,252.74156
578.289489,293,253.374382
-92.667219,278,254.01669
565.826757,295,254.847964
555.897958,297,255.516316
573.397395,291,256.146934
560.025262,292,256.968869
518.493194,303,257.612268
526.549858,298,258.246932
575.097619,284,259.063969
536.654471,282,259.699179
562.506137,286,260.328541
570.941197,278,260.949466
442.091753,296,261.585506
560.508927,266,262.399644
556.396815,275,263.016872
363.813866,285,263.648616
425.772484,274,264.262958
432.830876,269,264.873388
568.657788,262,265.474468
322.730679,285,266.099257
543.144647,265,266.902169
436.641234,267,267.524739
392.863257,256,268.125741
504.426617,254,268.742888
493.835963,259,269.410964
531.735702,257,270.014301
473.846358,264,270.622526
465.786394,262,271.739102
494.086679,261,272.355654
469.434019,260,272.951392
495.130854,262,273.552468
459.888996,261,274.16383
480.410176,259,274.767831
470.064994,265,275.372384
491.261229,259,275.97172
340.431743,276,276.596823
458.348808,258,277.203616
478.086471,252,277.806443
-211.644986,243,278.390549
525.385749,253,278.990665
325.070009,287,279.622758
513.733833,257,280.223509
541.791749,266,280.827699
548.203382,265,281.43298
496.82876,268,282.232043
475.678799,282,282.850393
557.68003,262,283.452751
454.175344,278,284.073509
475.889905,274,284.702332
568.990063,264,285.305243
437.24171,292,285.936255
511.230521,282,286.763602
514.594006,280,287.393564
430.532654,294,288.037249
451.249974,277,288.663635
554.408019,278,289.27808
489.897794,279,290.094877
476.456085,281,290.77664
532.506731,275,291.394136
490.413378,301,292.035442
489.690139,279,292.655396
528.247617,282,293.466064
530.28603,266,294.077718
553.02745,266,294.687727
555.232317,265,295.807201
487.579332,285,296.432722
557.841337,291,297.071468
444.384456,320,297.936987
525.199965,286,298.559892
469.807017,288,299.190358
482.800814,316,300.03688
481.226068,291,300.663999
-131.807527,281,301.289252
493.119334,289,302.110972
552.954324,283,302.732368
580.898731,279,303.353953
498.24514,312,304.023084
562.15693,295,304.861683
520.240857,308,305.505879
448.230258,292,306.142907
454.707324,334,307.012141
564.498007,292,307.646892
507.724771,280,308.286367
545.231384,279,309.11743
460.250117,285,309.756279
522.149962,274,310.377249
564.420607,271,310.988858
519.166013,272,311.661464
506.253316,272,312.278506
571.575332,292,313.100322
515.696171,297,313.743788
545.780905,294,314.389837
530.763794,306,315.236156
486.270042,285,315.858913
468.596511,283,316.478715
508.986389,287,317.104648
494.149099,307,317.939998
499.971855,326,318.603823
513.046483,308,319.984292
462.378829,343,320.655893
543.823723,283,321.467813
578.102586,278,322.086828
473.711524,289,322.711824
-100.498339,286,323.344233
578.031607,276,323.967504
491.041851,299,324.811699
540.010469,273,325.42598
524.771832,267,326.034585
261.089895,344,326.9134
574.070317,264,327.522699
-102.811685,259,328.125442
454.942136,296,328.763307
578.659645,266,329.368485
397.768195,317,330.212265
500.703278,286,330.848777
583.699629,268,331.471112
256.533287,342,332.399672
509.090326,275,333.018148
543.792825,271,333.646991
546.258423,266,334.267212
543.425218,259,334.872341
535.071049,257,335.475662
570.207108,253,336.082542
549.413854,251,336.683845
530.673452,253,337.284524
346.667451,312,337.935329
492.012434,258,338.544239
397.795493,297,339.376953
559.853894,250,339.984002
409.218254,286,340.613751
476.146913,242,341.205021
439.810692,273,341.828198
567.470621,250,342.438175
546.569036,244,343.178494
521.635136,239,344.215344
560.556396,240,344.802546
489.289866,260,345.408057
477.123525,264,346.013082
-121.459598,232,346.40251
-178.315615,233,346.980607
-140.05106,266,347.591693
-148.193922,219,348.160908
-108.36232,230,348.739277
447.955096,260,349.333493
415.665014,231,349.911659
449.861533,229,350.293297
519.935098,226,350.886407
483.253518,223,351.453955
450.542852,224,352.045804
482.429965,223,352.423574
466.94483,224,353.008037
505.270243,223,353.635735
530.558983,237,354.216155
451.151178,253,354.823685
502.442317,227,355.391187
418.157389,265,355.986006
478.497945,252,356.582367
370.695397,232,356.964087
565.692399,239,357.545448
445.830689,261,358.150212
434.356276,261,358.754373
421.704557,268,359.374188
533.820556,236,359.95828
448.391887,259,360.561069
521.286118,233,361.136766
420.224423,277,361.748251
522.317048,230,362.32234
518.316793,230,362.894834
488.941263,256,363.490529
431.652878,276,364.106168
509.987836,258,364.707128
458.839799,237,365.283836
422.238573,284,365.90296
518.336862,255,366.494999
504.885687,231,367.07113
509.551245,236,368.106509
501.728215,229,368.68517
587.8979,245,369.08092
565.011969,249,369.672366
501.436907,230,370.246198
496.411656,232,370.819
497.938982,234,371.393849
557.438355,239,371.97624
540.211941,256,372.573131
424.598996,228,372.952833
448.993817,232,373.530784
532.193901,235,374.116484
402.69354,231,374.746107
572.836721,240,375.342016
-239.586838,246,375.929681
545.015718,254,376.527927
-251.599485,260,377.124745
519.14999,257,377.722957
501.719762,234,378.302204
366.795057,275,378.920459
-282.519138,279,379.534514
494.643662,229,380.105988
579.804785,239,380.684911
501.032344,225,381.064406
357.022732,267,381.671589
-233.195576,211,382.232989
461.875858,225,382.810019
-229.915928,198,383.171177
440.21593,220,383.741903
-103.557338,251,384.337214
-76.115818,227,384.91155
-80.115275,226,385.482641
-168.761155,216,385.856647
-189.012276,170,386.38498
-142.71166,203,386.747237
531.216548,230,387.322919
301.812236,257,387.923218
561.961419,230,388.499144
530.141997,248,389.102764
476.329776,220,389.475151
545.346432,240,390.059284
422.38598,218,390.626008
562.428254,224,391.618089
-197.623839,204,391.978006
486.617609,242,392.564436
460.151096,244,393.15018
438.316606,242,393.74201
534.113511,218,394.303707
-209.217581,182,394.648433
-228.683517,182,395.237901
549.491337,225,395.616631
-288.384698,233,396.212308
539.47378,217,396.772866
529.060214,227,397.348261
346.314245,227,397.737967
498.259691,226,398.321463
492.231787,214,398.900824
377.18347,232,399.484896
592.518102,219,399.860144
-237.282867,221,400.440489
409.127838,220,401.004626
570.507733,220,401.56974
572.654282,219,401.945306
533.996435,221,402.516057
-307.582002,217,403.082611
578.415348,216,403.454772
-299.640254,209,404.017217
560.751237,222,404.585869
-312.503443,210,404.952805
505.627857,226,405.527
-313.071797,220,406.090648
461.367709,218,406.66139
-303.213501,218,407.039089
-241.593861,229,407.609922
551.452958,217,408.172853
417.277887,219,408.55465
512.665864,217,409.135333
449.396371,217,409.710625
-278.402073,224,410.287143
518.432508,211,410.681167
380.612654,225,411.263659
506.350989,216,411.835112
438.753299,220,412.21979
497.073788,215,412.78777
418.08906,219,413.355752
498.22859,216,413.932729
387.38474,225,414.323123
450.367316,221,414.970446
487.544393,218,415.971914
539.000278,216,416.343618
513.271532,216,416.91268
-325.241018,229,417.488918
468.861135,216,418.05087
482.111893,220,418.425637
326.779766,235,419.009656
344.52336,233,419.591255
386.803458,233,420.200251
410.128401,230,420.804703
461.003513,223,421.185558
447.48129,220,421.75552
529.225887,219,422.327905
423.643351,235,422.910903
434.949559,239,423.304884
452.062218,225,423.899804
458.654536,218,424.479598
389.106535,235,425.065341
411.251679,230,425.639563
459.450433,223,426.028042
453.900715,224,426.601034
523.673531,218,427.176109
511.302443,215,427.550715
520.173504,218,428.120159
441.981274,237,428.715166
435.138397,235,429.303682
522.881523,213,429.678286
-86.526708,201,430.228443
520.661147,219,430.799073
503.695822,221,431.175384
-93.85035,194,431.726585
-65.834983,188,432.077542
-77.577909,207,432.634135
-75.576118,208,433.192095
-117.569386,169,433.528049
507.26181,216,434.099512
384.961884,239,434.696146
521.680705,221,435.143594
533.228973,211,435.737066
403.350909,245,436.354657
464.242464,248,436.958283
373.288431,212,437.334547
464.830426,246,437.927447
567.927025,221,438.493233
586.558986,228,439.070768
587.661428,223,440.065789
526.075919,219,440.440487
502.468157,218,441.006687
570.241838,235,441.584487
597.960182,226,442.156813
434.625791,257,442.748769
426.836,254,443.340954
520.185523,216,443.716803
476.045981,244,444.302839
570.105183,221,444.879743
517.740526,218,445.441221
464.119185,217,445.8138
468.478295,247,446.400772
577.591253,227,446.98269
401.310932,214,447.556338
460.95424,217,447.937483
425.466967,215,448.50446
585.811174,219,449.075299
381.328655,208,449.442836
499.71098,213,450.012021
415.527445,254,450.613001
546.021901,233,451.197912
358.578195,208,451.75809
392.067962,215,452.139983
501.162257,213,452.704108
527.844213,214,453.267995
455.431805,213,453.646526
505.799601,233,454.226993
437.117548,215,454.796028
561.513839,226,455.175205
532.833913,220,455.805264
555.519813,237,456.383692
492.099516,220,456.950033
466.891188,218,457.324616
507.112564,220,457.892929
546.445664,228,458.466811
475.015496,221,459.050233
568.81612,224,459.423762
526.222503,240,460.012429
453.566561,220,460.5775
541.018203,223,461.156669
543.666249,223,461.533466
470.707536,251,462.125474
495.734157,217,462.739786
492.768473,216,463.304166
560.957955,223,464.296602
564.872187,225,464.680157
508.284442,242,465.265524
547.702402,217,465.830104
442.382586,217,466.398646
536.204163,215,466.76949
556.614458,217,467.341271
400.976573,243,467.928872
583.149352,222,468.495151
555.663859,217,468.874105
556.798471,226,469.45906
435.737069,244,470.044969
539.245375,215,470.609394
564.634089,226,470.993381
447.048978,217,471.551686
515.121314,237,472.133375
526.654673,219,472.697134
421.618723,222,473.07537
449.864301,220,473.649096
470.255465,218,474.217488
534.742093,230,474.805799
473.317952,218,475.180906
508.024983,220,475.748179
526.934879,221,476.319637
376.807582,215,476.766634
458.852773,215,477.346337
406.088583,217,477.913244
494.779324,219,478.481192
507.666575,220,478.866543
527.373887,240,479.46462
474.317664,218,480.034429
471.288476,217,480.598146
503.353409,221,480.978703
526.529192,223,481.551503
506.631748,221,482.123136
471.547602,249,482.715888
413.018898,217,483.089989
515.210077,221,483.666795
536.374639,220,484.23235
444.907362,216,484.80467
467.787605,216,485.17926
515.105494,219,485.750142
545.422371,224,486.325318
487.103449,217,486.700829
556.937825,232,487.70612
