#{"t_start": 1746453938.0481665, "env_id": "gymnasium_env/BallBeamWorld-v0"}
r,l,t
15.686572,400,174.059679
27.507492,400,175.154045
19.329393,400,176.064832
44.368843,400,176.966763
31.188673,400,177.904324
-179.093457,326,178.558443
10.252679,400,179.662734
-37.094757,400,180.583042
9.36466,400,181.513725
-24.731067,400,182.512358
-114.580431,400,183.413224
-109.008939,400,184.326554
41.215819,400,185.238466
11.778809,400,186.147516
-26.520118,400,187.263051
43.498796,400,188.180586
561.813798,400,189.094845
20.925801,400,190.016137
547.66247,395,190.917417
498.677679,397,191.82918
-9.527184,400,192.743166
-190.066899,397,193.663793
-153.477254,395,194.634019
-201.133741,400,195.750995
-61.612796,400,196.707162
-239.03137,366,198.329232
512.633419,382,199.233374
359.871953,389,200.152918
524.061637,376,201.054048
539.235152,370,201.745486
562.251352,346,202.618704
551.939319,344,203.483078
495.540725,372,204.365448
500.187077,366,205.366782
559.176503,335,206.049855
422.364176,352,206.927974
523.208379,347,207.847696
-181.102437,352,208.547042
411.205635,399,209.681368
-150.766886,332,210.345642
556.937384,337,211.209372
417.525396,345,211.884256
-128.280124,286,212.719553
558.352601,326,213.384775
506.35514,337,214.256711
-181.613671,335,214.921725
566.42897,326,215.772593
579.188888,325,216.631676
515.514328,341,217.310055
544.075907,315,218.172465
495.587497,336,218.855489
566.708768,318,219.706335
520.657973,338,220.376539
534.938333,319,221.228307
562.453233,309,221.871477
534.846306,316,223.328089
562.940118,306,223.973967
565.209645,317,224.82487
576.636762,317,225.501745
487.420358,338,226.460662
504.544901,343,227.136755
558.065342,326,227.995121
546.93953,337,228.874974
517.318241,337,229.537174
527.435859,350,230.405341
566.612824,320,231.247496
523.694587,312,231.892939
502.987586,325,232.740334
533.923995,324,233.396547
552.342986,302,234.041437
549.629752,305,234.880906
534.036489,313,235.524353
540.95702,314,236.37868
501.854758,333,237.03699
280.794764,369,237.921292
300.675403,359,238.800286
575.369999,299,239.430543
581.460885,303,240.286685
518.730574,320,240.951537
509.749295,318,241.799378
556.290434,303,242.446553
497.061014,320,243.299087
526.171741,302,243.946934
488.356742,320,244.607288
538.730754,310,245.451386
515.163022,317,246.099478
397.98389,355,247.586735
578.88256,298,248.222778
465.981441,334,249.142715
477.342763,303,249.782193
-61.044377,282,250.598295
518.542986,308,251.241002
492.743476,316,251.889465
520.161173,302,252.718006
530.230442,305,253.360039
555.292385,293,254.016172
499.964352,312,254.862373
584.777188,293,255.526337
546.063384,295,256.160684
587.091279,286,256.977593
575.909975,286,257.605979
514.909938,308,258.2499
511.652023,309,259.089394
581.213501,279,259.721071
499.318375,295,260.35682
477.387178,294,261.184536
422.007847,300,261.824816
579.092648,272,262.450921
452.248426,275,263.068438
419.097594,273,263.690467
558.882075,260,264.291457
573.992005,263,264.896408
535.198672,265,265.500309
559.118513,260,266.293352
550.912399,264,266.90733
-95.643397,249,267.512996
471.808547,257,268.1147
470.29879,254,268.731866
501.128457,254,269.204309
363.194479,266,270.006982
328.392383,288,270.636074
483.653778,261,271.752037
-144.864864,256,272.364158
367.152262,261,272.960614
477.644605,262,273.561804
311.624509,284,274.192308
487.827069,259,274.795845
426.605891,262,275.399173
491.352898,259,275.997738
486.714594,258,276.608428
515.289004,256,277.213196
487.468132,253,277.816565
536.233144,258,278.413343
510.523936,261,279.019287
502.506458,267,279.63625
545.82889,263,280.240953
501.366643,269,281.039179
400.916809,276,281.653594
393.423429,289,282.2802
563.495292,264,282.881737
517.599847,263,283.485208
565.23467,264,284.094755
538.416933,262,284.713449
516.081954,272,285.32325
551.804948,274,285.93907
508.547526,274,286.758894
553.873469,269,287.379753
582.313675,265,288.000228
546.018748,270,288.619533
486.131659,291,289.244878
469.002819,279,289.869438
513.444008,277,290.553833
557.436482,281,291.363543
449.230179,308,292.010088
507.654789,274,292.625621
564.957232,270,293.233909
393.2276,317,294.081319
503.092172,275,294.699005
536.772756,271,295.823447
587.987391,275,296.440458
476.436497,309,297.294051
453.249926,293,297.937478
551.005866,298,298.570177
477.301665,314,299.416078
393.455347,342,300.090499
548.027861,301,300.920406
-116.391305,290,301.556163
576.430312,282,302.175102
571.385452,282,302.795471
505.678098,285,303.62823
450.790485,328,304.306872
501.172836,287,304.935806
483.266087,292,305.764905
580.735176,283,306.389732
457.610537,290,307.029229
522.697304,308,307.878105
563.052083,295,308.530721
531.133686,279,309.161579
483.438157,278,309.793316
499.123376,293,310.624386
536.884672,271,311.296451
518.568621,273,311.907144
411.859056,324,312.572909
543.064477,316,313.409615
515.655193,308,314.069077
504.680759,282,314.701626
-113.593794,324,315.561448
506.619459,309,316.201424
413.247712,295,317.026884
-195.283081,277,317.644595
434.850887,290,318.271817
477.713427,304,319.459975
467.913522,282,320.275251
549.881721,275,320.889869
545.411279,293,321.5178
419.548794,336,322.378253
357.941698,378,323.278174
577.857199,277,323.899715
307.267796,376,324.811249
514.365884,284,325.434586
538.257851,263,326.040164
547.437417,265,326.65256
-97.386192,259,327.261172
480.992433,286,327.890574
486.089953,284,328.709302
581.589543,265,329.313426
552.249194,272,329.928684
195.714943,373,330.830303
-98.141116,271,331.453865
210.120338,345,332.385001
359.453581,315,333.03847
506.765703,269,333.665923
571.063164,263,334.282846
425.321844,288,334.91215
310.796113,323,335.77186
554.992159,263,336.380664
503.238923,264,336.99227
555.578998,265,337.60761
568.821319,264,338.214346
511.479594,273,338.835829
383.461231,291,339.670407
556.418995,253,340.27412
564.232088,252,340.873108
508.207429,254,341.476604
527.48219,257,342.083853
531.447983,243,342.533601
516.778298,245,343.67804
459.741748,264,344.293097
-167.227828,233,344.876239
553.988446,241,345.465552
-40.385719,248,346.056748
444.369264,266,346.669098
420.792651,269,347.274292
395.672627,276,347.894366
539.680366,238,348.475934
512.341141,254,349.071326
543.616029,234,349.652894
466.840147,226,350.222993
509.206792,240,350.827276
498.803814,250,351.417794
501.270325,235,351.826283
521.043421,230,352.400795
426.401571,225,352.986733
537.74783,227,353.617827
460.56376,249,354.208266
514.661732,247,354.810897
452.532658,228,355.190345
-114.94264,227,355.756711
451.738289,230,356.329618
408.888505,231,356.901521
475.112817,233,357.475615
431.536051,230,357.867336
399.242415,227,358.439602
441.401075,259,359.05131
442.489429,258,359.655965
492.934874,228,360.231915
491.518964,234,360.810451
551.731963,241,361.392287
569.057321,236,361.969371
513.889759,232,362.355778
534.54107,245,362.940111
-207.054975,227,363.511701
573.849614,238,364.094858
576.818258,243,364.683949
545.030503,251,365.272011
442.9918,235,365.850035
488.289334,266,366.452128
541.33168,235,367.030818
486.641912,232,367.871033
545.501983,247,368.461186
504.373339,264,369.068288
505.457048,262,369.670865
504.092337,259,370.269054
487.725244,231,370.841218
545.109474,238,371.419387
501.392051,230,371.993779
576.802077,244,372.581107
511.49581,264,373.181773
552.134976,240,373.773348
491.809089,231,374.403943
513.275232,233,374.788806
469.611608,231,375.37886
426.953376,229,375.95031
481.158547,230,376.529171
439.734911,263,377.128484
503.191952,235,377.707669
380.056637,281,378.326819
409.508592,262,378.933639
395.229665,276,379.545315
522.88773,262,380.143893
523.724407,257,380.738251
558.162234,236,381.320574
-223.777083,205,381.87119
547.089855,249,382.275552
457.90611,224,382.852846
510.402475,229,383.4305
-105.447854,259,384.032573
-79.341732,241,384.622392
-73.17249,241,385.203747
-183.614584,207,385.570111
-103.55551,231,386.150495
435.068828,268,386.759796
333.993999,262,387.366113
546.437624,246,387.952881
-193.055957,204,388.508128
439.262679,267,389.127068
532.137095,244,389.711909
580.768612,232,390.287796
570.731426,226,390.671259
569.630453,232,391.66891
526.945972,236,392.250917
475.299792,217,392.81261
566.127411,231,393.387658
-200.520678,187,393.742409
348.013981,245,394.326298
-202.559706,186,394.674411
416.114367,242,395.313909
535.128558,218,395.878721
559.367229,226,396.468442
360.760881,237,397.04378
-301.936827,233,397.4369
-299.117836,226,398.021918
530.312667,215,398.602978
498.746479,215,399.171076
366.341001,228,399.558281
-270.825257,222,400.135664
494.512613,215,400.702654
427.398317,223,401.268536
490.212407,216,401.640506
-295.762894,218,402.208774
371.349836,227,402.780675
-287.219923,212,403.152303
-237.520968,218,403.724402
436.9288,222,404.291513
540.247748,224,404.862401
531.416125,225,405.241119
414.458572,230,405.816741
513.435445,219,406.382416
-277.349211,224,406.961358
528.266845,217,407.330169
513.415502,218,407.89647
438.15276,219,408.465322
404.061818,220,408.844945
466.303814,219,409.43071
417.820631,217,410.005661
549.476473,213,410.37581
423.846532,219,410.976298
535.724642,216,411.549529
435.946171,220,412.128664
434.780201,215,412.500109
466.34654,217,413.069391
360.073085,217,413.641989
449.354242,220,414.026115
358.907182,233,414.692378
554.033742,217,415.689169
553.217139,216,416.255826
354.648946,232,416.647981
451.269648,223,417.217127
407.981553,225,417.790644
325.730592,232,418.364314
526.654577,213,418.740557
515.033192,213,419.299847
524.525573,214,419.8859
425.856022,232,420.490133
494.458742,219,420.877853
406.579308,234,421.458672
406.015543,231,422.040778
526.353329,219,422.611272
522.22245,220,422.989336
453.168656,227,423.566251
444.115215,225,424.158451
387.3223,231,424.755342
505.134569,217,425.129095
405.334471,234,425.713699
344.868837,243,426.304774
451.9664,230,426.885891
447.783226,223,427.459592
482.467149,229,427.848657
533.79436,220,428.418956
382.547743,247,429.029091
349.477171,242,429.619744
525.852713,211,430.178601
506.32992,225,430.560745
521.919685,211,431.12265
485.84737,222,431.695194
-70.896638,200,432.058157
436.795923,233,432.636976
459.424112,227,433.210746
424.460268,232,433.799527
-74.134104,201,434.160048
489.025128,210,434.731391
-314.536765,242,435.393095
514.56129,216,435.797326
515.847492,211,436.381989
544.186917,224,436.966022
516.523243,232,437.549445
556.162641,225,437.934435
494.690176,217,438.498129
394.28053,263,439.104316
592.510535,223,440.100635
580.150582,228,440.672894
413.138991,217,441.045056
526.935147,220,441.610881
503.560813,248,442.201536
563.613087,231,442.772187
-269.144398,204,443.132735
475.217207,215,443.696702
406.216777,217,444.260975
505.960904,216,444.830049
457.565931,217,445.205242
421.610902,249,445.793567
476.695823,244,446.378316
342.001573,213,446.948609
574.563478,228,447.531938
436.38068,217,447.91397
366.634659,214,448.480597
526.336896,237,449.066761
425.492743,210,449.435624
437.792717,208,450.000417
421.952687,208,450.563019
475.606472,213,450.936371
462.838562,212,451.502516
523.593358,234,452.09214
380.282536,214,452.463916
401.882309,214,453.030234
380.752357,214,453.598469
400.051361,213,453.973098
559.848693,220,454.54096
446.118643,250,455.137743
460.320137,216,455.764828
468.688127,249,456.353451
436.665157,257,456.950437
498.828959,246,457.540496
423.326466,222,457.919724
522.944443,225,458.489673
473.320148,221,459.072617
540.228731,238,459.650979
536.209087,220,460.029951
503.411215,219,460.594129
450.245542,219,461.170126
542.827684,221,461.735687
389.913603,210,462.102222
555.149769,237,462.733345
342.672103,211,463.29396
563.730475,222,464.095525
558.271328,221,464.665473
403.292193,213,465.227071
532.054978,236,465.806664
559.776378,228,466.38419
468.546459,216,466.756752
463.676218,249,467.355436
443.271588,216,467.919436
524.21347,232,468.495549
594.413309,221,468.877911
439.001488,216,469.453691
564.9378,227,470.025633
566.471821,217,470.590703
509.192015,215,470.967171
404.6859,219,471.526742
575.04252,222,472.09272
532.629789,219,472.469274
549.649415,230,473.044375
493.641434,219,473.616923
487.081107,238,474.202514
456.244825,217,474.580786
495.780961,218,475.154922
536.858121,226,475.72674
537.024798,229,476.305324
519.382059,240,476.980174
364.332121,214,477.352664
439.787231,215,477.918026
526.65151,236,478.500411
438.150735,216,478.88167
471.790563,217,479.459893
437.362977,248,480.055482
454.519628,216,480.620039
517.893022,239,481.20556
487.245015,218,481.582132
409.85463,212,482.147298
496.381901,220,482.71553
564.453231,226,483.097363
561.504092,226,483.678158
553.817708,223,484.246001
494.088246,218,484.821823
384.75505,216,485.194604
422.715065,217,485.763869
412.508236,218,486.333825
476.547554,218,486.710195
544.786069,222,487.708287
