#{"t_start": 1746461822.537954, "env_id": "gymnasium_env/BallBeamWorld-v0"}
r,l,t
-191.172078,133,37.039052
-163.499813,135,37.354793
-167.393644,121,37.666625
-148.363621,152,38.043275
-149.599011,153,38.571336
-151.382449,138,38.900199
-155.065198,147,39.232169
-147.739921,152,39.558543
-160.009172,146,39.874758
-173.224828,146,40.196071
-143.752994,143,40.504977
-175.594672,142,41.022611
-173.21264,169,41.369618
-178.047145,181,41.729571
-202.553992,155,42.258689
-201.953886,196,42.625168
-194.543291,158,42.954222
-202.044088,192,43.509715
-186.110228,183,43.864852
-195.683561,158,44.208614
-260.632008,169,44.755628
-259.620402,176,45.109917
-231.824911,174,45.664309
-172.74983,146,45.980545
-148.626628,146,46.302351
-174.642177,156,46.634256
-221.150357,175,46.991042
-161.225607,153,47.517458
-239.872811,167,47.861684
-261.132442,187,48.227888
-205.065558,152,48.763947
-185.493389,149,49.092319
-182.904911,148,49.782138
-249.287296,206,50.157823
-171.99677,141,50.673635
-424.855467,245,51.081152
-218.273736,213,51.672665
-278.211595,213,52.241885
-332.417416,223,52.820616
-170.134728,154,53.14868
-280.184704,198,53.509841
-214.534152,206,54.087144
-168.260765,159,54.417759
-224.115314,205,54.984603
-191.667313,154,55.319764
-171.39546,157,55.655421
-253.384544,207,56.225848
-166.539344,166,56.557797
-156.664762,145,56.874774
-225.671105,193,57.479775
-213.972213,195,57.851119
-174.709058,173,58.397834
-269.390612,206,58.77902
-175.981963,146,59.099378
-196.200567,192,59.663065
-234.79941,202,60.029952
-191.005968,192,60.5866
-163.126528,150,60.911219
-162.585765,160,61.242903
-157.884495,136,61.547272
-316.754104,221,62.135102
-180.647101,181,62.684429
-281.723948,210,63.058203
-320.285058,203,63.630134
-174.616302,173,63.969105
-245.953604,201,64.531423
-154.214676,136,64.850202
-155.973659,144,65.169138
-159.205991,129,65.472382
-187.445134,172,65.814779
-210.238044,188,66.3684
-186.792205,176,66.721617
-272.392698,216,67.29621
-167.5347,146,67.610593
-277.513175,254,68.234975
-173.090606,135,68.542809
-160.502875,148,68.862869
-201.646321,189,69.419451
-224.62196,217,69.803271
-321.846324,251,70.410532
-345.355184,225,70.996116
-149.12313,127,71.301746
-244.304923,212,71.878358
-160.574438,122,72.183547
-153.635042,127,72.478298
-177.573332,170,72.824475
-222.611419,208,73.386035
-166.826112,156,74.078501
-316.414539,267,74.774358
-171.944422,161,75.112914
-152.223439,119,75.413728
-190.822557,154,75.74607
-344.266294,264,76.354784
-169.898363,147,76.679887
-155.308077,117,76.974885
-310.19739,273,77.790218
-189.193361,182,78.147411
-321.039201,279,78.773845
-239.071731,242,79.426454
-135.330271,106,79.71377
-152.936193,133,80.023179
-369.155897,275,80.659707
-138.450456,107,80.94706
-192.230575,195,81.304783
-221.500414,230,81.892365
-178.979247,183,82.437133
-162.271392,119,82.742439
-169.277556,168,83.078802
-262.97341,242,83.688797
-169.745891,165,84.029611
-165.284797,160,84.356615
-203.33325,216,85.001107
-119.629188,99,85.36299
-149.861005,116,85.754105
-183.03213,193,86.168751
-164.159878,162,86.527471
-119.83742,98,86.811432
-154.3009,130,87.126098
-241.84843,223,87.784182
-155.469289,113,88.126995
-112.378448,103,88.447663
-148.422443,136,88.813017
-147.117039,120,89.170204
-114.863732,94,89.299198
-153.637796,111,89.645144
-157.720262,152,90.015687
-180.787653,195,90.598823
-103.301091,101,90.875777
-156.487883,156,91.194437
-101.79799,107,91.476467
-147.470718,120,91.767222
-156.069911,118,92.058663
-108.559939,93,92.13625
-191.110843,194,92.680635
-155.138378,137,92.987346
-135.298986,117,93.279919
-240.491497,255,93.885223
-159.353246,117,94.178477
-114.080854,99,94.455156
-124.518917,108,94.54642
-160.446788,149,95.119869
-161.489963,126,95.41371
-163.810007,126,95.715883
-224.048401,221,96.088767
-157.444243,120,96.380783
-162.246103,129,96.687305
-156.319846,151,97.003306
-147.239744,113,97.289811
-254.289253,314,98.141401
-149.771343,117,98.431007
-70.273775,239,99.343628
-212.528838,208,99.709172
-91.052775,226,100.284646
-109.873942,301,100.930352
-239.58663,282,101.550487
-145.245912,142,102.055673
-233.173431,217,102.429663
-109.450105,105,102.714286
-135.95785,119,103.007945
-142.956702,137,103.316048
-143.983832,121,103.60917
-144.255257,119,103.902984
-140.050259,230,104.481276
-103.010782,137,104.789275
-110.486516,150,105.107882
-133.802915,124,105.402079
-110.933697,124,105.699013
-154.62147,115,105.990093
-135.301883,111,106.276114
-165.116862,121,106.566684
-136.933095,112,106.850976
-146.421758,110,106.946016
-146.670473,127,107.248219
-104.760238,124,107.549864
-137.106053,128,107.854761
-149.916557,123,108.152757
-456.864669,339,109.033746
-113.595068,114,109.325621
-157.289781,118,109.619861
-114.973106,114,109.904886
-104.220083,120,110.201787
-155.689865,192,110.555553
-171.305527,130,110.857381
-166.470714,130,111.159285
-210.899057,245,111.753628
-175.139595,128,112.050788
-136.795789,128,112.350076
-169.90288,131,112.652095
-143.096046,132,112.954459
-90.466678,313,113.802338
-343.781077,332,114.471848
-130.53171,133,114.778497
-52.317655,358,115.656738
-141.506757,137,115.9649
-123.76283,127,116.268648
-164.438077,152,116.587433
-115.146585,128,116.88832
-130.392565,152,117.26096
-252.260265,271,118.06487
-55.500001,270,118.675255
-252.799429,331,119.346165
-291.860193,316,120.190198
-138.828133,131,120.49323
-201.848791,266,121.099756
-60.938311,300,121.738315
296.825328,387,123.079775
-202.689299,248,123.679178
-273.088196,272,124.306738
-273.770111,288,124.941055
-441.575637,275,125.7526
-121.89837,116,126.041993
13.629664,400,126.963552
414.025235,388,127.867801
-132.463587,122,128.163598
-273.693496,302,128.803322
-149.075611,211,129.376093
-138.010539,126,129.674195
-287.582936,361,130.365637
-147.731363,323,131.22845
-178.610399,310,131.873883
-127.538875,122,132.170472
-138.383542,132,132.473264
-82.098216,142,132.787453
-140.491452,207,133.349415
-104.703081,194,133.913972
-151.850732,325,134.600995
-111.755003,118,134.897237
-134.706291,214,135.471736
-350.077556,283,136.100919
-181.883022,235,136.680267
531.581467,400,137.609778
-34.662742,225,138.18819
-190.834399,263,138.802215
-197.182701,302,139.445433
-202.048341,279,140.12523
-215.689176,283,140.758029
-82.606436,202,141.307694
-244.652174,296,141.93804
-131.519769,139,142.243805
-230.613287,281,143.050325
-159.989815,251,143.642189
-107.215264,209,144.018623
-236.972563,284,144.641805
-106.889037,252,145.238141
-32.141579,244,145.824238
-187.540131,263,146.947375
-189.913687,264,147.551874
-233.071784,293,148.370512
-187.00396,263,148.973356
-206.382926,275,149.594267
-103.481557,216,150.160563
-152.724366,228,150.562231
-179.547315,248,151.154398
-439.617346,289,151.980649
397.967326,355,152.660181
-216.353288,288,153.473875
-33.48149,239,153.867148
-173.693019,256,154.467338
-418.118543,285,155.287502
-286.177437,271,155.900414
-225.077716,287,156.526117
-201.94012,279,157.141026
-321.513058,272,157.757397
-181.335203,315,158.592538
-201.913564,262,159.201556
-28.606506,226,159.77303
-192.43033,255,160.372354
-45.144154,220,160.748544
-139.669919,138,161.056608
-207.10864,270,161.856501
-112.809072,251,162.453146
-204.856586,259,163.117826
-204.755614,267,163.722162
-194.226899,261,164.334605
-31.701834,235,164.916442
-205.869299,264,165.534189
-122.275199,113,165.628928
-123.613937,269,166.435777
255.675123,397,167.350817
-179.686763,238,167.934605
-251.385948,284,168.556414
-241.392867,287,169.194107
-208.815383,269,169.802971
-207.910801,250,170.39785
252.357782,374,171.810932
-268.535109,307,172.454345
-143.716227,274,173.064969
-22.475647,260,173.856638
304.639515,350,174.53842
379.927928,358,175.418209
-23.212901,234,175.999207
-438.872032,280,176.626648
-269.507051,308,177.262911
-162.973681,252,177.868927
403.072093,350,178.739977
-296.337743,293,179.382035
-28.47755,236,179.970078
-166.260421,286,180.855174
-126.541595,286,181.479622
603.42961,342,182.148725
-129.303451,283,182.956885
-120.480978,126,183.255089
-121.280051,120,183.549559
687.757891,340,184.223947
-7.641033,291,185.035128
-137.129312,258,185.631043
373.158714,324,186.286381
-123.36392,123,186.578529
-155.636722,256,187.251548
-160.995266,261,187.861208
-121.335159,117,188.151098
497.947135,312,188.803026
-100.379661,252,189.400421
-99.423049,118,189.697167
-58.876444,301,190.522449
620.324274,353,191.200651
-153.519926,245,191.811213
-175.890045,250,192.404362
-76.245321,157,192.920661
488.593386,351,193.608266
-253.730943,339,194.485705
-103.5748,107,195.308769
-193.526015,249,195.919534
-109.486877,197,196.285738
-204.301058,250,196.886207
-90.456191,135,197.193498
482.55281,320,198.049214
-106.594301,108,198.332328
-190.873229,240,198.729703
342.863755,363,199.643459
-121.518949,108,199.930054
-241.76837,274,200.542536
507.879954,355,201.437417
417.367049,344,202.309097
-101.681263,120,202.600605
-39.514231,250,203.208964
-190.697921,234,203.610869
-187.583598,298,204.448195
-81.442587,257,205.04916
-231.916869,272,205.65621
-216.866372,260,206.255717
364.974809,311,206.905468
-108.171937,138,207.210273
309.812486,323,208.061577
-87.102811,286,208.688562
238.554581,342,209.56233
-116.775426,135,209.871411
-9.246876,243,210.457883
-38.557011,246,211.110233
-23.869615,245,211.698472
384.179697,351,212.379699
-69.262292,306,213.211644
539.527575,347,214.079913
522.460597,344,214.764844
-44.34847,278,215.38021
530.040655,355,216.257208
-119.726759,245,216.849002
-189.982316,238,217.433041
-140.046026,237,218.016101
-213.200436,262,218.623884
-138.389432,242,219.765389
-209.374138,253,220.366148
570.701421,337,221.036614
-111.649786,248,221.634609
564.026367,340,222.494359
508.076912,339,223.36156
-34.610614,273,223.991292
-44.458422,297,224.637656
-180.962255,266,225.2486
-184.019825,247,225.837314
641.67733,330,226.707678
-297.688595,302,227.35417
571.926773,344,228.221852
-172.818056,237,228.615357
563.99901,343,229.49256
-97.937105,233,230.074273
595.479896,336,230.92799
-114.720737,109,231.021794
-102.891504,222,231.590542
537.02014,352,232.463685
-73.276972,241,233.05047
597.887225,318,233.698324
-147.869244,126,234.0016
-272.710752,270,234.608583
-120.3674,227,235.23933
-125.656673,236,235.81815
-118.87462,240,236.406514
-147.414981,138,236.715173
-1.171359,281,237.333759
-208.752436,261,237.943832
0.301708,293,238.770145
7.820622,300,239.416969
20.699179,294,240.048118
-102.10463,237,240.63427
-225.751035,262,241.245581
560.623704,318,242.103822
618.715559,309,242.76705
660.847044,325,243.960283
603.796199,331,244.838587
-25.344107,254,245.438883
664.154118,321,246.286902
-17.045063,286,246.909924
579.181583,318,247.56627
650.469708,320,248.413579
489.856665,294,249.053264
482.023668,301,249.701225
468.858439,316,250.546151
539.555864,328,251.209141
559.279847,322,252.056806
532.933581,292,252.689832
393.630147,314,253.54535
447.51509,313,254.196342
-162.665491,231,254.774631
-179.197198,256,255.377267
-170.881644,240,255.989559
-167.370015,238,256.613182
-147.811298,214,256.981669
-123.515225,217,257.548518
-82.129612,245,258.140545
-176.925047,256,258.735171
-193.577512,272,259.406973
-72.959105,249,260.002629
-198.380152,279,260.625081
-214.721163,282,261.242249
-91.635274,232,261.81737
-196.658625,282,262.439652
-105.213125,219,263.001809
468.835278,292,263.631641
-82.64469,236,264.21912
-85.022424,238,264.799976
-203.009173,210,265.3627
-28.233035,278,265.975379
428.206198,302,266.61306
-89.329892,236,267.748922
445.792455,302,268.574586
678.136265,300,269.211564
-130.595671,228,269.79957
648.365053,294,270.43415
628.780167,303,271.075206
427.598644,305,271.92933
632.684103,293,272.566109
408.556014,304,273.21039
582.022688,299,274.057325
634.342229,290,274.692713
584.834964,306,275.333177
662.712816,297,276.164731
658.291373,308,276.801877
603.632902,304,277.445308
19.223056,308,278.282525
560.205212,294,278.911589
679.262885,304,279.74731
628.400047,307,280.38798
661.828774,306,281.024346
663.919621,304,281.858674
612.127311,290,282.486711
18.859751,292,283.188624
569.212537,292,284.006394
600.149249,300,284.642606
595.752468,299,285.278117
564.960006,293,285.907488
-213.627313,215,286.467435
-53.60262,264,287.070933
585.395916,306,287.894691
-13.591753,224,288.28102
-188.56948,217,288.851664
-16.402436,284,289.484133
-143.463838,233,290.066993
-41.153972,214,290.629519
500.921563,267,291.232592
495.667697,269,292.3412
503.79784,270,292.946638
-206.072172,208,293.5072
-30.954386,250,294.104319
565.223568,271,294.736998
-239.165198,197,295.097385
558.958312,286,295.923314
628.937854,302,296.562619
-1.771841,247,297.158424
-11.537942,249,297.764171
526.357071,277,298.393294
-42.243606,259,299.010624
-220.62424,202,299.563218
-5.875735,253,300.160183
584.673748,291,300.788657
576.145349,286,301.410547
602.800367,295,302.0431
578.689648,293,302.862569
638.66217,299,303.494837
-83.667142,232,304.075218
625.296778,292,304.695257
570.932563,277,305.311406
-39.530611,245,305.899178
-72.994797,255,306.502254
617.942655,275,307.186553
634.762767,275,307.805717
-111.542906,218,308.38362
599.056404,279,309.012397
579.619913,279,309.629433
12.291593,283,310.468663
554.366053,273,311.082644
603.035253,274,311.697252
604.338346,273,312.313803
-66.947618,220,312.888748
-235.329854,186,313.2333
576.52874,283,313.856436
11.095681,290,314.696714
538.184899,282,315.330234
-7.968056,286,316.470354
537.629444,281,317.11275
-121.460957,217,317.680842
-121.315773,231,318.262775
-192.121917,202,318.622825
-135.085561,235,319.205639
-141.530519,214,319.77687
496.66791,279,320.400537
514.458121,279,321.021856
-122.23841,247,321.645009
475.08526,278,322.279761
476.069903,276,323.090001
505.971259,277,323.705211
446.948499,268,324.317559
-206.027135,202,324.681485
453.823343,259,325.287209
-112.290134,233,325.864173
-197.152447,205,326.422608
-205.07512,203,326.784964
461.93771,262,327.393056
-131.133379,244,327.986434
476.922457,264,328.592746
471.714575,260,329.200521
568.91424,277,330.013507
501.215484,268,330.619896
484.33583,271,331.294245
-17.143833,255,331.899825
-157.693875,207,332.270386
528.671201,267,333.088974
-189.849485,205,333.455878
-45.745435,236,334.049385
444.053348,258,334.656654
468.473381,261,335.271481
-169.830049,251,335.869053
-166.265463,241,336.460576
-162.990746,256,337.065403
-62.302322,258,337.664981
500.251508,283,338.288217
-174.053886,253,338.886129
-196.44259,255,339.488608
-171.232226,272,340.57781
464.68221,262,341.201418
-197.413377,225,341.781027
-138.424308,227,342.357757
-103.123919,247,342.954225
-152.379695,206,343.321904
-188.74696,247,343.923835
-83.322177,147,344.243876
-191.656329,250,344.849768
430.958389,258,345.460173
434.321024,268,346.084567
543.790336,266,346.88076
-102.163454,265,347.487439
524.036634,271,348.103158
566.865877,268,348.716396
-153.590015,255,349.318027
533.770307,267,349.928973
556.223446,271,350.540529
-192.547367,279,351.158531
602.160068,268,351.765434
-157.075359,254,352.361995
-158.291782,249,352.953253
564.594613,276,353.566399
-104.649498,267,354.186642
591.597899,271,355.064575
-69.535728,253,355.67077
-78.00732,267,356.289088
617.864512,268,356.902867
-62.558644,259,357.515773
559.233275,268,358.12943
-0.11288,232,358.711156
30.643005,269,359.324679
574.750582,268,359.937577
34.074522,269,360.54611
533.791277,282,361.167772
-137.946775,232,361.746919
631.991578,271,362.358539
639.949693,269,362.983901
625.503435,268,363.593059
-34.330429,246,364.693169
639.902247,274,365.314873
529.348368,266,365.925088
-22.288794,264,366.742638
-70.605878,237,367.133044
-84.468616,261,367.743165
481.266412,280,368.554995
512.584365,272,369.175858
551.683048,267,369.785219
452.782184,269,370.398659
594.807966,266,371.011632
591.231612,265,371.617596
440.843992,272,372.231901
643.052363,267,372.842611
456.715335,279,373.462857
554.131748,272,374.271073
-142.657015,259,374.880723
-96.250254,245,375.470194
-143.157171,255,375.885721
-132.498024,240,376.487808
-98.879212,246,377.101022
-164.697427,236,377.691566
591.563392,267,378.309644
540.28827,270,378.977898
547.480015,275,379.60733
-14.917508,268,380.418001
572.267882,271,381.044763
-50.871437,264,381.6605
-144.903905,273,382.278147
-151.356942,261,382.917881
466.207893,288,383.540831
589.774008,281,384.170187
488.582178,275,384.984239
642.832238,273,385.603706
580.469778,270,386.215526
559.349783,267,386.827717
491.25268,277,387.44558
-87.632613,258,388.55164
-71.663364,251,389.155375
-62.415434,249,389.75337
-85.595054,261,390.361307
18.308077,254,390.961073
520.01578,268,391.572578
-58.506388,246,392.165236
-9.143104,215,392.742316
21.47981,244,393.332147
-18.683899,233,393.728034
-63.853005,196,394.290339
-231.234374,193,394.645154
-47.930538,221,395.219238
11.593239,249,395.836128
650.250258,276,396.46142
-9.180504,260,397.072484
7.681823,256,397.676873
659.856623,277,398.294746
496.66196,269,399.114839
677.312623,284,399.742475
23.319551,271,400.361568
647.90302,283,400.992673
601.341177,279,401.623504
648.125477,275,402.268198
565.176665,269,403.162256
527.366126,273,403.778333
640.982039,276,404.39715
3.235815,258,405.000851
-164.00343,242,405.587887
-82.743162,260,406.195937
-32.654839,259,406.803316
-51.489397,266,407.418411
562.916905,278,408.038016
-183.334745,213,408.604338
602.848449,270,409.223981
-116.973629,227,409.804551
622.029276,281,410.427896
-59.709063,224,411.009017
589.379581,275,411.627399
587.027769,278,412.764766
544.575269,267,413.391073
528.409768,268,414.005388
540.380295,267,414.622351
604.938645,275,415.241234
588.582065,279,415.859066
6.416833,274,416.666393
570.733002,271,417.290407
-87.510106,255,417.901094
585.685443,273,418.516494
656.234257,275,419.138945
-70.826169,229,419.71346
625.061927,278,420.335404
-143.043952,222,420.907338
565.73737,280,421.547136
-71.477236,258,422.149251
589.828047,274,422.759823
611.305653,278,423.382552
567.651287,268,423.994613
31.627327,246,424.590283
41.290669,265,425.195681
621.0978,273,425.805434
577.583389,270,426.413711
-4.164325,243,427.00418
-170.866595,180,427.617691
-22.410924,254,428.216863
525.483051,266,428.829087
-117.85942,189,429.187701
-155.021224,243,429.771459
658.035681,281,430.387684
-194.246425,184,430.925699
665.157719,281,431.546191
583.268856,273,432.159772
-83.044454,213,432.719737
-135.233171,202,433.080702
545.345446,272,433.886144
-122.291882,202,434.252075
-137.484951,205,434.81187
-165.219003,194,435.17888
581.875542,267,435.786339
-113.481012,204,436.818474
656.755599,278,437.443453
554.326686,264,438.060898
625.834533,278,438.693089
580.889329,266,439.319169
-45.473643,228,439.909329
-77.801911,214,440.490834
-162.33521,199,440.856465
643.000624,275,441.675313
-141.530098,201,442.046203
609.461524,270,442.674888
596.573823,272,443.304007
559.920108,268,443.917237
569.567708,276,444.771889
579.467635,276,445.389128
1.985657,257,446.000892
-21.738509,240,446.592505
-124.32369,210,446.962961
558.013277,272,447.575454
-82.084494,204,448.130572
-6.928093,219,448.692564
0.961993,217,449.085087
537.539512,263,449.702092
-163.309394,175,450.252325
571.554167,262,450.860019
-101.504418,190,451.279557
-124.052165,186,451.819276
-195.355423,185,452.167732
-105.654695,190,452.714985
5.407789,265,453.322086
34.465843,248,453.916781
621.222212,269,454.530772
27.07633,238,455.119594
-7.62722,259,455.720037
22.547168,243,456.31011
643.915597,277,456.927988
603.244441,272,457.540926
552.966757,267,458.151052
-99.983246,192,458.693994
-1.749826,265,459.310673
18.714139,261,459.912066
-62.414622,256,460.544603
641.733002,275,461.592535
563.838803,270,462.203463
-50.243431,207,462.760314
-100.387583,192,463.110355
-64.855146,219,463.679074
541.7766,269,464.293102
-10.382237,241,464.887873
505.478676,264,465.497245
520.179925,266,466.111654
-209.677152,186,466.462966
546.298227,275,467.08408
-161.608981,230,467.667939
-143.994137,198,468.21988
-186.706882,188,468.569122
-103.59582,263,469.177446
654.306901,288,469.9941
628.565853,282,470.616489
-16.705884,242,471.206221
43.066051,269,471.814705
473.307752,266,472.42047
-169.550278,191,472.773166
-103.558547,212,473.336556
-127.957008,236,473.916238
445.401977,267,474.531741
-186.00844,188,474.909735
-75.170514,226,475.493151
-103.191257,235,476.071612
-157.396544,215,476.639056
546.523224,286,477.324326
525.375884,276,477.955638
586.730751,284,478.582706
-132.053554,215,479.156524
-180.658826,210,479.71369
-127.954242,211,480.087672
-118.84481,242,480.674627
566.711076,290,481.310997
593.664764,296,482.140229
-125.53445,250,482.735744
654.115746,295,483.368001
-206.946492,190,483.719526
-164.985894,224,484.297804
